"Artikel","Fabrikantscode","Merk","Omschrijving","Prijs","Prijs_incl_heffingen","Voorraad","produktindeling","UNSPSC_code","EAN_code","status","Verwijderingsbijdrage","Thuiskopie","Stibat"
"COR-CT-9010010-WW","CT-9010010-WW","Corsair","CORSAIR XTM70 Extreme Performance Thermal Paste Kit 3g","11.90","11.90","20","CORXCMXCC---","43201601","840006692379","00","0.00","0.00","0.00"
"COR-CT-9010015-WW","CT-9010015-WW","Corsair","CORSAIR XTM60 High Performance Thermal Paste 3g","7.93","7.93","12","CORXCMXCC---","43201601","840006687832","00","0.00","0.00","0.00"
"COR-CW-9060088-WW","CW-9060088-WW","Corsair","CORSAIR NAUTILUS 240 240mm Radiator Liquid CPU Cooler","71.00","71.00","0","CORXCMXCC---","43201601","840006687528","00","0.00","0.00","0.00"
"COR-CW-9060089-WW","CW-9060089-WW","Corsair","CORSAIR NAUTILUS 360 360mm Radiator Liquid CPU Cooler","87.89","87.89","11","CORXCMXCC---","43201601","840006687535","00","0.00","0.00","0.00"
"COR-CW-9060092-WW","CW-9060092-WW","Corsair","CORSAIR NAUTILUS 240 ARGB 240mm Radiator Liquid CPU Cooler","62.92","62.92","26","CORXCMXCC---","43201601","840006687566","00","0.00","0.00","0.00"
"COR-CW-9060093-WW","CW-9060093-WW","Corsair","CORSAIR NAUTILUS 360 ARGB 360mm Radiator Liquid CPU Cooler","96.10","96.10","72","CORXCMXCC---","43201601","840006687573","00","0.00","0.00","0.00"
"COR-CW-9060094-WW","CW-9060094-WW","Corsair","CORSAIR NAUTILUS 240 ARGB White 240mm Radiator Liquid CPU Cooler","79.08","79.08","8","CORXCMXCC---","43201601","840006687580","00","0.00","0.00","0.00"
"COR-CW-9060095-WW","CW-9060095-WW","Corsair","CORSAIR NAUTILUS 360 ARGB White 360mm Radiator Liquid CPU Cooler","94.89","94.89","5","CORXCMXCC---","43201601","840006687597","00","0.00","0.00","0.00"
"COR-CW-9061001-WW","CW-9061001-WW","Corsair","iCUE LINK H100i RGB AIO 240mm Radiator Liquid CPU Cooler","115.40","115.40","0","CORCPWPWMS51","43201601","840006665816","00","0.00","0.00","0.00"
"COR-CW-9061011-WW","CW-9061011-WW","Corsair","CORSAIR iCUE LINK LCD Module Black","74.29","74.29","0","CORXCMXCC---","43201601","840006673521","00","0.00","0.00","0.00"
"COR-CW-9061012-WW","CW-9061012-WW","Corsair","CORSAIR iCUE LINK LCD Module White","74.29","74.29","0","CORXCMXCC---","43201601","840006673538","00","0.00","0.00","0.00"
"COR-CW-9061016-WW","CW-9061016-WW","Corsair","CORSAIR iCUE LINK TITAN 240 RX RGB AIO 240mm Radiator Liquid CPU Cooler","118.62","118.62","6","CORXCMXCC---","43201601","840006685418","00","0.00","0.00","0.00"
"COR-CW-9061017-WW","CW-9061017-WW","Corsair","CORSAIR iCUE LINK TITAN 280 RX RGB AIO 280mm Radiator Liquid CPU Cooler","129.57","129.57","4","CORXCMXCC---","43201601","840006685425","00","0.00","0.00","0.00"
"COR-CW-9061018-WW","CW-9061018-WW","Corsair","CORSAIR iCUE LINK TITAN 360 RX RGB AIO 360mm Radiator Liquid CPU Cooler","143.19","143.19","14","CORXCMXCC---","43201601","840006685432","00","0.00","0.00","0.00"
"COR-CW-9061019-WW","CW-9061019-WW","Corsair","CORSAIR iCUE LINK TITAN 420 RX RGB AIO 420mm Radiator Liquid CPU Cooler","149.93","149.93","0","CORXCMXCC---","43201601","840006685449","00","0.00","0.00","0.00"
"COR-CW-9061020-WW","CW-9061020-WW","Corsair","CORSAIR iCUE LINK TITAN 240 RX RGB White AIO 240mm Radiator Liquid CPU Cooler","131.65","131.65","3","CORXCMXCC---","43201601","840006685456","00","0.00","0.00","0.00"
"COR-CW-9061021-WW","CW-9061021-WW","Corsair","CORSAIR iCUE LINK TITAN 360 RX RGB White AIO 360mm Radiator Liquid CPU Cooler","142.35","142.35","6","CORXCMXCC---","43201601","840006685463","00","0.00","0.00","0.00"
"COR-CW-9061022-WW","CW-9061022-WW","Corsair","CORSAIR iCUE LINK TITAN 240 RX LCD AIO 240mm Radiator Liquid CPU Cooler","183.77","183.77","0","CORXCMXCC---","43201601","840440482949","00","0.00","0.00","0.00"
"COR-CW-9061023-WW","CW-9061023-WW","Corsair","CORSAIR iCUE LINK TITAN 360 RX LCD AIO 360mm Radiator Liquid CPU Cooler","205.61","205.61","5","CORXCMXCC---","43201601","840440482956","00","0.00","0.00","0.00"
"COR-CW-9061025-WW","CW-9061025-WW","Corsair","CORSAIR iCUE LINK TITAN 240 RX LCD White AIO 240mm Radiator Liquid CPU Cooler","202.79","202.79","6","CORXCMXCC---","43201601","840440482970","00","0.00","0.00","0.00"
"COR-CW-9061026-WW","CW-9061026-WW","Corsair","CORSAIR iCUE LINK TITAN 360 RX LCD White AIO 360mm Radiator Liquid CPU Cooler","205.61","205.61","0","CORXCMXCC---","43201601","840440482987","00","0.00","0.00","0.00"
"COR-CW-9061029-WW","CW-9061029-WW","Corsair","CORSAIR NAUTILUS LCD Module Black","39.99","39.99","10","CORMMRMDT340","32101602","840440499664","00","0.00","0.00","0.00"
"COR-CW-9061030-WW","CW-9061030-WW","Corsair","CORSAIR NAUTILUS LCD Module White","39.99","39.99","10","CORMMRMDT340","32101602","840440499671","00","0.00","0.00","0.00"
"COR-CW-9061031-WW","CW-9061031-WW","Corsair","CORSAIR NAUTILUS 240 LCD 240mm Radiator Liquid CPU Cooler","102.81","102.81","12","CORMMRMDT340","32101602","840440400332","00","0.00","0.00","0.00"
"COR-CW-9061032-WW","CW-9061032-WW","Corsair","CORSAIR NAUTILUS 240 LCD White 240mm Radiator Liquid CPU Cooler","102.81","102.81","6","CORMMRMDT340","32101602","840440400349","00","0.00","0.00","0.00"
"COR-CW-9061033-WW","CW-9061033-WW","Corsair","CORSAIR NAUTILUS 360 LCD 360mm Radiator Liquid CPU Cooler","118.63","118.63","18","CORMMRMDT340","32101602","840440400356","00","0.00","0.00","0.00"
"COR-CW-9061034-WW","CW-9061034-WW","Corsair","CORSAIR NAUTILUS 360 LCD White 360mm Radiator Liquid CPU Cooler","119.01","119.01","6","CORMMRMDT340","32101602","840440400363","00","0.00","0.00","0.00"
"COR-F1000GBP600CXT","F1000GBP600CXT","Corsair","Corsair MP600 CORE XT 1TB Gen4 PCIe x4 NVMe M.2 SSD","59.33","59.33","0","CORMMRMDT340","32101602","840440499701","00","0.00","0.00","0.00"
"COR-F1000GBP600EHS","F1000GBP600EHS","Corsair","Corsair MP600 ELITE 1TB Gen4 PCIe x4 NVMe M.2 SSD with heatsink","73.03","73.03","0","CORMMRMDT340","32101602","840006677604","00","0.00","0.00","0.00"
"COR-F1000GBP600ENH","F1000GBP600ENH","Corsair","Corsair MP600 ELITE 1TB Gen4 PCIe x4 NVMe M.2 SSD (no heatsink)","70.93","70.93","5","CORMMRMDT340","32101602","840006677611","00","0.00","0.00","0.00"
"COR-F1000GBP700EHS","F1000GBP700EHS","Corsair","Corsair MP700 ELITE with Heatsink 1TB M.2 NVMe PCIe Gen. 5 x4 SSD","104.98","104.98","0","CORMMRMDT340","32101602","840440487821","00","0.00","0.00","0.00"
"COR-F1000GBP700ENH","F1000GBP700ENH","Corsair","Corsair MP700 ELITE 1TB M.2 NVMe PCIe Gen. 5 x4 SSD (no heatsink)","91.88","91.88","5","CORMMRMDT340","32101602","840440487838","00","0.00","0.00","0.00"
"COR-F2000GBP600CXT","F2000GBP600CXT","Corsair","Corsair MP600 CORE XT 2TB Gen4 PCIe x4 NVMe M.2 SSD","109.54","109.54","0","CORMMRMDT340","32101602","840440499725","00","0.00","0.00","0.00"
"COR-F2000GBP600EHS","F2000GBP600EHS","Corsair","Corsair MP600 ELITE 2TB Gen4 PCIe x4 NVMe M.2 SSD with heatsink","127.80","127.80","0","CORMMRMDT340","32101602","840006677642","00","0.00","0.00","0.00"
"COR-F2000GBP600ENH","F2000GBP600ENH","Corsair","Corsair MP600 ELITE 2TB Gen4 PCIe x4 NVMe M.2 SSD (no heatsink)","123.23","123.23","0","CORMMRMDT340","32101602","840006677659","00","0.00","0.00","0.00"
"COR-F2000GBP700EHS","F2000GBP700EHS","Corsair","Corsair MP700 ELITE with Heatsink 2TB M.2 NVMe PCIe Gen. 5 x4 SSD","168.87","168.87","0","CORMMRMDT340","32101602","840440487852","00","0.00","0.00","0.00"
"COR-F2000GBP700ENH","F2000GBP700ENH","Corsair","Corsair MP700 ELITE 2TB M.2 NVMe PCIe Gen. 5 x4 SSD (no heatsink)","164.31","164.31","10","CORMMRMDT340","32101602","840440487869","00","0.00","0.00","0.00"
"COR-F4000GBP600CXT","F4000GBP600CXT","Corsair","Corsair MP600 CORE XT 4TB Gen4 PCIe x4 NVMe M.2 SSD","237.34","237.34","0","CORMMRMDT340","32101602","840006601999","00","0.00","0.00","0.00"
"COR-F4000GBP600EHS","F4000GBP600EHS","Corsair","Corsair MP600 ELITE 4TB Gen4 PCIe x4 NVMe M.2 SSD with heatsink","269.28","269.28","0","CORMMRMDT340","32101602","840440489092","00","0.00","0.00","0.00"
"COR-F4000GBP600ENH","F4000GBP600ENH","Corsair","Corsair MP600 ELITE 4TB Gen4 PCIe x4 NVMe M.2 SSD (no heatsink)","264.72","264.72","0","CORMMRMDT340","32101602","840440489108","00","0.00","0.00","0.00"
"COR-K64GX5M2B5640","CMK64GX5M2B5600C40","Corsair","CORSAIR VENGEANCE DDR5 64GB (2 x 32GB) DDR5 5600 CL40-40-40-77 1.25V Intel XMP - BLACK","152.65","152.65","0","CORMMRMDT340","32101602","840006661306","00","0.00","0.00","0.00"
"FNA-KB0006-002","KB0006-002","Fnatic","STREAK65 LP BLACK ISO UK","63.98","63.98","4","FNAINDIDGASP","43211700","5056276024634","12","0.00","0.00","0.00"
"FNA-KB0007-001","KB0007-001","Fnatic","STREAK80 LP WHITE US","70.33","70.33","11","FNAINDIDGASP","43211700","5056276032820","12","0.00","0.00","0.00"
"FNA-MP0003-002","MP0003-002","Fnatic","FOCUS 3 L","9.09","9.09","5","FNAINDIDGASP","43211700","5056276006579","12","0.00","0.00","0.00"
"FNA-MP0004-001","MP0004-001","Fnatic","DASH L","15.90","15.90","7","FNAINDIDGASP","43211700","5056276006593","12","0.00","0.00","0.00"
"FNA-MP0004-003","MP0004-003","Fnatic","DASH M","11.36","11.36","13","FNAINDIDGASP","43211700","5056276015694","12","0.00","0.00","0.00"
"FNA-MP0004-004","MP0004-004","Fnatic","DASH XL","18.17","18.17","13","FNAINDIDGASP","43211700","5056276015700","12","0.00","0.00","0.00"
"FNA-MP0007-001","MP0007-001","Fnatic","DASH V2 MAX L Sunset Orange","24.99","24.99","22","FNAINDIDGASP","43211700","5056276033902","12","0.00","0.00","0.00"
"FNA-MP0007-002","MP0007-002","Fnatic","DASH V2 MAX XL Sunset Orange","27.26","27.26","20","FNAINDIDGASP","43211700","5056276033919","12","0.00","0.00","0.00"
"FNA-MP0008-001","MP0008-001","Fnatic","FOCUS 3 MAX L Sunrise Orange","24.99","24.99","20","FNAINDIDGASP","43211700","5056276033926","12","0.00","0.00","0.00"
"FNA-MP0008-002","MP0008-002","Fnatic","FOCUS 3 MAX XL Sunrise Orange","27.26","27.26","21","FNAINDIDGASP","43211700","5056276033933","12","0.00","0.00","0.00"
"GIG-4719331309312","GV-N3060GAMINGOC12","Gigabyte","GV-N3060GAMINGOC12","270.56","270.56","0","GIGGHCSPICH2","43201401","4719331309312","00","0.00","0.00","0.00"
"GIG-4719331310530","GV-R64D6-4GL","Gigabyte","GV-R64D6-4GL","131.13","131.13","0","GIGGHCSPICH2","43201401","4719331310530","00","0.00","0.00","0.00"
"GIG-4719331310547","GV-R64EAGLE-4GD","Gigabyte","GV-R64EAGLE-4GD","131.13","131.13","0","GIGGHCSPICH2","43201401","4719331310547","00","0.00","0.00","0.00"
"GIG-4719331310554","GV-R65XTEAGLE-4GD","Gigabyte","GV-R65XTEAGLE-4GD","158.83","158.83","0","GIGGHCSPICH2","43201401","4719331310554","00","0.00","0.00","0.00"
"GIG-4719331312862","GV-N3060WF2OC","Gigabyte","GV-N3060WF2OC","257.64","257.64","0","GIGGHCSPICH2","43201401","4719331312862","00","0.00","0.00","0.00"
"GIG-4719331312909","GV-N3060GAMING OC","Gigabyte","GV-N3060GAMING OC","234.55","234.55","0","GIGGHCSPICH2","43201401","4719331312909","00","0.00","0.00","0.00"
"GIG-4719331313425","GV-R76GAMING OC","Gigabyte","GV-R76GAMING OC","238.24","238.24","0","GIGGHCSPICH2","43201401","4719331313425","00","0.00","0.00","0.00"
"GIG-4719331313982","GV-N3060GAMING-8GD","Gigabyte","GV-N3060GAMING-8GD","232.70","232.70","0","GIGGHCSPICH2","43201401","4719331313982","00","0.00","0.00","0.00"
"GIG-4719331314545","GV-N3060GAMING","Gigabyte","GV-N3060GAMING","263.18","263.18","0","GIGGHCSPICH2","43201401","4719331314545","00","0.00","0.00","0.00"
"GIG-4719331316464","GV-N710D3-2GL","Gigabyte","GV-N710D3-2GL","37.86","37.86","0","GIGGHCSPICH2","43201401","4719331316464","00","0.00","0.00","0.00"
"GIG-4719331354251","GV-R76XTGAMING OC","Gigabyte","GV-R76XTGAMING OC","288.11","288.11","0","GIGGHCSPICH2","43201401","4719331354251","00","0.00","0.00","0.00"
"GIG-4719331354268","GV-N3050OC-6GL","Gigabyte","GV-N3050OC-6GL","166.22","166.22","0","GIGGHCSPICH2","43201401","4719331354268","00","0.00","0.00","0.00"
"GIG-4719331355081","GV-N3050WF2OCV2","Gigabyte","GV-N3050WF2OCV2","160.68","160.68","0","GIGGHCSPICH2","43201401","4719331355081","00","0.00","0.00","0.00"
"GIG-4719331355494","GV-N5080GAMING OC","Gigabyte","GV-N5080GAMING OC","1085.03","1085.03","0","GIGGHCSPICH2","43201401","4719331355494","00","0.00","0.00","0.00"
"GIG-4719331355517","GV-R9070XTAORUS E","Gigabyte","GV-R9070XTAORUS E","641.78","641.78","0","GIGGHCSPICH2","43201401","4719331355517","00","0.00","0.00","0.00"
"GIG-4719331355524","GV-R9070XTGAMINGOC","Gigabyte","GV-R9070XTGAMINGOC","595.61","595.61","0","GIGGHCSPICH2","43201401","4719331355524","00","0.00","0.00","0.00"
"GIG-4719331355531","GV-R9070GAMING OC","Gigabyte","GV-R9070GAMING OC","535.59","535.59","0","GIGGHCSPICH2","43201401","4719331355531","00","0.00","0.00","0.00"
"GIG-4719331355555","GV-N5080AERO OC","Gigabyte","GV-N5080AERO OC","1085.03","1085.03","0","GIGGHCSPICH2","43201401","4719331355555","00","0.00","0.00","0.00"
"GIG-4719331355562","GV-N507TGAMING OC","Gigabyte","GV-N507TGAMING OC","783.99","783.99","0","GIGGHCSPICH2","43201401","4719331355562","00","0.00","0.00","0.00"
"GIG-4719331355579","GV-N507TWF3OC-16","Gigabyte","GV-N507TWF3OC-16","734.13","734.13","0","GIGGHCSPICH2","43201401","4719331355579","00","0.00","0.00","0.00"
"GIG-4719331355586","GV-N5080AORUS M","Gigabyte","GV-N5080AORUS M","1168.14","1168.14","0","GIGGHCSPICH2","43201401","4719331355586","00","0.00","0.00","0.00"
"GIG-4719331355678","GV-N507TAORUS M","Gigabyte","GV-N507TAORUS M","839.40","839.40","0","GIGGHCSPICH2","43201401","4719331355678","00","0.00","0.00","0.00"
"GIG-4719331355692","GV-N5080AORUSM ICE","Gigabyte","GV-N5080AORUSM ICE","1177.37","1177.37","0","GIGGHCSPICH2","43201401","4719331355692","00","0.00","0.00","0.00"
"GIG-4719331355708","GV-N5080AORUSX WB","Gigabyte","GV-N5080AORUSX WB","1208.77","1208.77","0","GIGGHCSPICH2","43201401","4719331355708","00","0.00","0.00","0.00"
"GIG-4719331355715","GV-N5070WF3OC-12GD","Gigabyte","GV-N5070WF3OC-12GD","526.35","526.35","0","GIGGHCSPICH2","43201401","4719331355715","00","0.00","0.00","0.00"
"GIG-4719331355722","GV-N5070GAMING OC","Gigabyte","GV-N5070GAMING OC","572.53","572.53","0","GIGGHCSPICH2","43201401","4719331355722","00","0.00","0.00","0.00"
"GIG-4719331355739","GV-N5080AORUSX W","Gigabyte","GV-N5080AORUSX W","1227.24","1227.24","0","GIGGHCSPICH2","43201401","4719331355739","00","0.00","0.00","0.00"
"GIG-4719331355753","GV-N5070AORUS M","Gigabyte","GV-N5070AORUS M","660.25","660.25","0","GIGGHCSPICH2","43201401","4719331355753","00","0.00","0.00","0.00"
"GIG-4719331355760","GV-N5070EAGLE OC","Gigabyte","GV-N5070EAGLE OC","554.06","554.06","0","GIGGHCSPICH2","43201401","4719331355760","00","0.00","0.00","0.00"
"GIG-4719331355777","GV-N5070EAGLEOCICE","Gigabyte","GV-N5070EAGLEOCICE","563.29","563.29","0","GIGGHCSPICH2","43201401","4719331355777","00","0.00","0.00","0.00"
"GIG-4719331355791","GV-N5090GAMING OC","Gigabyte","GV-N5090GAMING OC","2073.10","2073.10","10","GIGGHCSPICH2","43201401","4719331355791","00","0.00","0.00","0.00"
"GIG-4719331355807","GV-N5090AORUS M","Gigabyte","GV-N5090AORUS M","2169.13","2169.13","0","GIGGHCSPICH2","43201401","4719331355807","00","0.00","0.00","0.00"
"GIG-4719331355838","GV-N5090WF3OC-32GD","Gigabyte","GV-N5090WF3OC-32GD","1888.41","1888.41","0","GIGGHCSPICH2","43201401","4719331355838","00","0.00","0.00","0.00"
"GIG-4719331355845","GV-N5080WF3OC","Gigabyte","GV-N5080WF3OC","1043.47","1043.47","10","GIGGHCSPICH2","43201401","4719331355845","00","0.00","0.00","0.00"
"GIG-4719331355852","GV-N5070AERO OC","Gigabyte","GV-N5070AERO OC","586.38","586.38","0","GIGGHCSPICH2","43201401","4719331355852","00","0.00","0.00","0.00"
"GIG-4719331355869","GV-N507TEAGLEOCICE","Gigabyte","GV-N507TEAGLEOCICE","747.98","747.98","0","GIGGHCSPICH2","43201401","4719331355869","00","0.00","0.00","0.00"
"GIG-4719331355876","GV-N507TAERO OC","Gigabyte","GV-N507TAERO OC","802.46","802.46","0","GIGGHCSPICH2","43201401","4719331355876","00","0.00","0.00","0.00"
"GIG-4719331355883","GV-N507TEAGLE OC","Gigabyte","GV-N507TEAGLE OC","743.36","743.36","0","GIGGHCSPICH2","43201401","4719331355883","00","0.00","0.00","0.00"
"GIG-4719331355906","GV-N5090AORUSM ICE","Gigabyte","GV-N5090AORUSM ICE","2187.60","2187.60","0","GIGGHCSPICH2","43201401","4719331355906","00","0.00","0.00","0.00"
"GIG-4719331355944","GV-N5090AORUSX WB","Gigabyte","GV-N5090AORUSX WB","2261.48","2261.48","0","GIGGHCSPICH2","43201401","4719331355944","00","0.00","0.00","0.00"
"GIG-4719331355968","GV-N5090AORUSX W","Gigabyte","GV-N5090AORUSX W","2279.94","2279.94","0","GIGGHCSPICH2","43201401","4719331355968","00","0.00","0.00","0.00"
"GIG-4719331356002","GV-N507TWF3-16GD","Gigabyte","GV-N507TWF3-16GD","678.72","678.72","0","GIGGHCSPICH2","43201401","4719331356002","00","0.00","0.00","0.00"
"GIG-4719331356019","N5060TGAMING8GB","Gigabyte","GV-N506TGAMING OC-8GD","364.75","364.75","0","GIGMBDI07CH6","43201513","4719331356019","00","0.00","0.00","0.00"
"GIG-4719331356026","N5060TGAMING16GB","Gigabyte","GV-N506TGAMING OC-16GD","423.85","423.85","0","GIGMBDI07CH6","43201513","4719331356026","00","0.00","0.00","0.00"
"GIG-4719331356033","N506TAERO OC-16GD","Gigabyte","GV-N506TAERO OC-16GD","433.09","433.09","0","GIGMBDI07CH6","43201513","4719331356033","00","0.00","0.00","0.00"
"GIG-4719331356040","N506TAERO OC-8GD","Gigabyte","GV-N506TAERO OC-8GD","368.45","368.45","0","GIGMBDI07CH6","43201513","4719331356040","00","0.00","0.00","0.00"
"GIG-4719331356057","N506TWF2OC-8GD","Gigabyte","GV-N506TWF2OC-8GD","349.98","349.98","0","GIGMBDI07CH6","43201513","4719331356057","00","0.00","0.00","0.00"
"GIG-4719331356064","N506TWF2OC-16GD","Gigabyte","GV-N506TWF2OC-16GD","396.15","396.15","0","GIGMBDI07CH6","43201513","4719331356064","00","0.00","0.00","0.00"
"GIG-4719331356071","N506TEAGLE OC-16GD","Gigabyte","GV-N506TEAGLE OC-16GD","405.39","405.39","0","GIGMBDI07CH6","43201513","4719331356071","00","0.00","0.00","0.00"
"GIG-4719331356088","N506TEAGLEICE16GD","Gigabyte","GV-N506TEAGLEOC ICE-16GD","410.93","410.93","0","GIGMBDI07CH6","43201513","4719331356088","00","0.00","0.00","0.00"
"GIG-4719331356095","N506TEAGLEICE8GD","Gigabyte","GV-N506TEAGLEOC ICE-8GD","355.52","355.52","0","GIGMBDI07CH6","43201513","4719331356095","00","0.00","0.00","0.00"
"GIG-4719331356101","N506TEAGLE OC-8GD","Gigabyte","GV-N506TEAGLE OC-8GD","355.52","355.52","0","GIGMBDI07CH6","43201513","4719331356101","00","0.00","0.00","0.00"
"GIG-4719331356125","N506TAORUS E-16GD","Gigabyte","GV-N506TAORUS E-16GD","442.32","442.32","0","GIGMBDI07CH6","43201513","4719331356125","00","0.00","0.00","0.00"
"GIG-4719331356132","GV-N5070WF3-12GD","Gigabyte","GV-N5070WF3-12GD","498.65","498.65","0","GIGGHCSPICH2","43201401","4719331356132","00","0.00","0.00","0.00"
"GIG-4719331356149","GV-R9070XTGAMING","Gigabyte","GV-R9070XTGAMING","544.82","544.82","0","GIGGHCSPICH2","43201401","4719331356149","00","0.00","0.00","0.00"
"GIG-4719331356231","R9060XTGAMING8GD","Gigabyte","GV-R9060XTGAMING OC-8GD","405.39","405.39","0","GIGMBDI07CH6","43201513","4719331356231","00","0.00","0.00","0.00"
"GIG-4719331356248","R9060XTGAMING16GD","Gigabyte","GV-R9060XTGAMING OC-16GD","442.32","442.32","0","GIGMBDI07CH6","43201513","4719331356248","00","0.00","0.00","0.00"
"GIG-4719331356255","N506TWF2-16GD","Gigabyte","GV-N506TWF2-16GD","377.68","377.68","0","GIGMBDI07CH6","43201513","4719331356255","00","0.00","0.00","0.00"
"GIG-4719331356316","N506TWF2-8GD","Gigabyte","GV-N506TWF2-8GD","340.75","340.75","0","GIGMBDI07CH6","43201513","4719331356316","00","0.00","0.00","0.00"
"GIG-4719331356620","N506TEAGLEMAXOC16G","Gigabyte","GV-N506TEAGLEMAX OC-16GD","398.45","398.45","0","GIGGHCSPICH2","43201401","4719331356620","00","0.00","0.00","0.00"
"GIG-4719331356637","N506TEAGLEMAXOC8GD","Gigabyte","GV-N506TEAGLEMAX OC-8GD","348.64","348.64","0","GIGGHCSPICH2","43201401","4719331356637","00","0.00","0.00","0.00"
"GIG-4719331356644","N5060EAGLEMAXOC8GD","Gigabyte","GV-N5060EAGLEMAX OC-8GD","264.42","264.42","0","GIGGHCSPICH2","43201401","4719331356644","00","0.00","0.00","0.00"
"GIG-4719331356675","N506TWF2MAXOC16GD","Gigabyte","GV-N506TWF2MAX OC-16GD","362.22","362.22","0","GIGGHCSPICH2","43201401","4719331356675","00","0.00","0.00","0.00"
"GIG-4719331356682","N506TWF2MAXOC8GD","Gigabyte","GV-N506TWF2MAX OC-8GD","319.66","319.66","0","GIGGHCSPICH2","43201401","4719331356682","00","0.00","0.00","0.00"
"GIG-4719331356699","N5060WF2MAXOC8GD","Gigabyte","GV-N5060WF2MAX OC-8GD","251.75","251.75","0","GIGGHCSPICH2","43201401","4719331356699","00","0.00","0.00","0.00"
"GIG-4719331550172","GM-AORUS M4","Gigabyte","Gigabyte Aorus M4 - Muis","22.16","22.16","0","GIGASP---ASP","26121600","4719331550172","00","0.00","0.00","0.00"
"GIG-4719331550189","GP-AMP500","Gigabyte","Gigabyte Aorus GP-AMP500 - Muismat","14.77","14.77","0","GIGASP---ASP","26121600","4719331550189","00","0.00","0.00","0.00"
"GIG-4719331550431","GP-AORUS H5","Gigabyte","Gigabyte AORUS H5 - Headset","43.40","43.40","0","GIGASP---ASP","26121600","4719331550431","00","0.00","0.00","0.00"
"GIG-4719331550714","GP-AMP900","Gigabyte","Gigabyte Aorus GP-AMP900 - Muismat","10.16","10.16","0","GIGASP---ASP","26121600","4719331550714","00","0.00","0.00","0.00"
"GIG-4719331550738","GP-AGC300 V2","Gigabyte","Gigabyte AORUS GP-AGC300 V2 - Gamestoel","202.23","202.23","0","GIGASP---ASP","26121600","4719331550738","00","0.00","0.00","0.00"
"GIG-4719331550851","GM-AORUS M5","Gigabyte","Gigabyte Aorus M5 - Muis","36.94","36.94","0","GIGASP---ASP","26121600","4719331550851","00","0.00","0.00","0.00"
"GIG-4719331551216","GM-AORUS M2","Gigabyte","Gigabyte Aorus M2 - Muis","13.30","13.30","0","GIGASP---ASP","26121600","4719331551216","00","0.00","0.00","0.00"
"GIG-4719331551247","GB-C200G","Gigabyte","GIGABYTE C200 Glass Chassis","45.25","45.25","0","GIGASP---ASP","26121600","4719331551247","00","0.00","0.00","0.00"
"GIG-4719331551261","GM-AORUS M3","Gigabyte","Gigabyte Aorus M3 - Muis","14.22","14.22","0","GIGASP---ASP","26121600","4719331551261","00","0.00","0.00","0.00"
"GIG-4719331551490","GP-P550B","Gigabyte","GIGABYTE 550W BRONZE NON-MODULAR PSU","33.71","33.71","0","GIGCPWPWRS51","43201601","4719331551490","00","0.00","0.00","0.00"
"GIG-4719331551612","GP-P450B","Gigabyte","GIGABYTE 450W BRONZE NON-MODULAR PSU","27.70","27.70","0","GIGCPWPWRS51","43201601","4719331551612","00","0.00","0.00","0.00"
"GIG-4719331551995","GP-AORUS H1","Gigabyte","Gigabyte AORUS H1 - Headset","35.09","35.09","0","GIGASP---ASP","26121600","4719331551995","00","0.00","0.00","0.00"
"GIG-4719331552008","GB-AC700G","Gigabyte","AORUS C700 GLASS E-ATX Full Tower Chassis","304.73","304.73","0","GIGASP---ASP","26121600","4719331552008","00","0.00","0.00","0.00"
"GIG-4719331552244","GP-AGC310","Gigabyte","Gigabyte AORUS GP-AGC310 - Gamestoel","220.70","220.70","0","GIGASP---ASP","26121600","4719331552244","00","0.00","0.00","0.00"
"GIG-4719331552404","GB-AC500G ST","Gigabyte","AORUS C500 GLASS Chassis","156.98","156.98","0","GIGASP---ASP","26121600","4719331552404","00","0.00","0.00","0.00"
"GIG-4719331552411","GP-UD1000GM","Gigabyte","GIGABYTE Ultra Druble 1000W GOLD Fully Modular PSU","105.27","105.27","0","GIGCPWPWRS51","43201601","4719331552411","00","0.00","0.00","0.00"
"GIG-4719331552541","GP-UD850GM","Gigabyte","GIGABYTE Ultra Druble 850W GOLD Fully Modular PSU","77.57","77.57","0","GIGCPWPWRS51","43201601","4719331552541","00","0.00","0.00","0.00"
"GIG-4719331552671","GP-UD750GM","Gigabyte","GIGABYTE Ultra Druble 750W GOLD Fully Modular PSU","67.41","67.41","0","GIGCPWPWRS51","43201601","4719331552671","00","0.00","0.00","0.00"
"GIG-4719331553098","GM-AORUS M6","Gigabyte","Gigabyte Aorus M6 - Muis","50.79","50.79","0","GIGASP---ASP","26121600","4719331553098","00","0.00","0.00","0.00"
"GIG-4719331553104","GP-UD850GM PG5","Gigabyte","GIGABYTE Ultra Druble 850W GOLD Fully Modular PSU PCIe Gen5 Supports ATX 3.0","87.73","87.73","15","GIGCPWPWRS51","43201601","4719331553104","00","0.00","0.00","0.00"
"GIG-4719331553234","GP-UD1000GM PG5","Gigabyte","GIGABYTE Ultra Druble 1000W GOLD Fully Modular PSU PCIe Gen5 Supports ATX 3.0","120.97","120.97","70","GIGCPWPWRS51","43201601","4719331553234","00","0.00","0.00","0.00"
"GIG-4719331553388","GP-UD1300GM PG5","Gigabyte","GIGABYTE Ultra Druble 1300W GOLD Fully Modular PSU PCIe Gen5 Supports ATX 3.0","198.54","198.54","0","GIGCPWPWRS51","43201601","4719331553388","00","0.00","0.00","0.00"
