"Artikel","Fabrikantscode","Merk","Omschrijving","Prijs","Prijs_incl_heffingen","Voorraad","produktindeling","UNSPSC_code","EAN_code","status","Verwijderingsbijdrage","Thuiskopie","Stibat"
"ACR-DG.BQBEH.003","DG.BQBEH.003","Acer","Nitro N20 I51360/i5/16/1TB/RTX5060","939.00","941.80","76","ACRNOTCSUGMG","43211503","4711474490551","00","0.00","2.80","0.00"
"ACR-DG.BQBEH.005","DG.BQBEH.005","Acer","Nitro N20 I51350/i5/16/1TB/RTX3050","782.00","784.80","37","ACRNOTCSUGMG","43211503","4711474517388","00","0.00","2.80","0.00"
"ACR-DP.Z4FWW.P01","DP.Z4FWW.P01","Acer","Predator BiFrost Radeon RX 9070 XT OC 16GB Graphics Card - 16GB GDDR6 - HDMI/3xDP - 2.5 slot - 3x FAN","767.77","767.77","78","ACRINDIDGGMG","43211700","4711474226648","00","0.00","0.00","0.00"
"ACR-DP.Z4GWW.P01","DP.Z4GWW.P01","Acer","Predator BiFrost Radeon RX 9070 OC 16GBGraphics Card - 16GB GDDR6 - HDMI/3xDP - 2.5 slot - 3x FAN","693.38","693.38","17","ACRINDIDGGMG","43211700","4711474226631","00","0.00","0.00","0.00"
"ACR-DQ.BNCEH.001","DQ.BNCEH.001","Acer","C24-AWI5416/QW/23 8i/i7/16GB/1TB/W11H","671.00","673.80","17","ACRP-CCSM---","43211507","4711474373779","00","0.00","2.80","0.00"
"ACR-DQ.BNREH.002","DQ.BNREH.002","Acer","C27-1WI7616/QW/27i/i7/16GB/1TB/W11H QWERTY","870.00","872.80","46","ACRP-CCSM---","43211507","4711474376084","00","0.00","2.80","0.00"
"ACR-DQ.BRDEH.001","DQ.BRDEH.001","Acer","Aspire C24-A WI5416 NL - 60 5cm 23.8i -Intel Core i5-13420H - 16GB DDR4 - 1TB SSD - Intel UHD Graphics - Windows 11 Home - Wireless-KB US Int - Mouse QWERTY","671.00","673.80","25","ACRNOTWSO15I","43211503","4711474621276","00","0.00","2.80","0.00"
"ACR-DQ.R23EH.003","DQ.R23EH.003","Acer","Z4727GT/noKB/27i/i5/16/512/W11P","879.00","879.00","27","ACRP-CCSM---","43211507","4711474202543","00","0.00","0.00","0.00"
"ACR-DQ.R23EH.004","DQ.R23EH.004","Acer","Z4727GT/noKB/27i/i7/16/512/W11P","1039.00","1039.00","12","ACRP-CCSM---","43211507","4711474202550","00","0.00","0.00","0.00"
"ACR-DQ.R2QEH.001","DQ.R2QEH.001","Acer","Z2724G/noKB/23.8i/i5/16/512/W11P","679.00","679.00","30","ACRP-CCSM---","43211507","4711474202567","00","0.00","0.00","0.00"
"ACR-DQ.R2QEH.002","DQ.R2QEH.002","Acer","Z2724G/noKB/23.8i/i7/16/512/W11P","1019.00","1019.00","0","ACRP-CCSM---","43211507","4711474202574","00","0.00","0.00","0.00"
"ACR-DT.BLNEH.003","DT.BLNEH.003","Acer","Aspire TC-1785 I7524-I7/16GB-DDR5/512GB","782.00","784.80","56","ACRP-CCSM---","43211507","4711474073280","00","0.00","2.80","0.00"
"ACR-DT.BLNEH.004","DT.BLNEH.004","Acer","Aspire TC-1785 I5528-I5/16GB-DDR5/512GB","595.00","597.80","0","ACRP-CCSM---","43211507","4711474073297","00","0.00","2.80","0.00"
"ACR-DT.BMCEH.001","DT.BMCEH.001","Acer","Revo Box RB102-14U5U-ultra5/512GB/16GB-DDR5-W11","546.00","548.80","11","ACRP-CCSM---","43211507","4711474351593","00","0.00","2.80","0.00"
"ACR-DT.BMWEH.001","DT.BMWEH.001","Acer","Aspire TC-1860 U5510-ultra5/1TB/16GB-DDR5/W11","664.00","666.80","0","ACRP-CCSM---","43211507","4711474393241","00","0.00","2.80","0.00"
"ACR-DT.BMWEH.002","DT.BMWEH.002","Acer","Aspire TC-1860 U7510-ultra5/1TB/16GB-DDR5/W11","821.00","823.80","18","ACRP-CCSM---","43211507","4711474393258","00","0.00","2.80","0.00"
"ACR-DT.BP5EH.001","DT.BP5EH.001","Acer","Revo Box RB102-14H7U-16GB-DDR5/512GB/W11","782.00","784.80","36","ACRP-CCSM---","43211507","4711474351609","00","0.00","2.80","0.00"
"ACR-DT.BPLEH.002","DT.BPLEH.002","Acer","Revo Box RB102-20CPW Mini-ultra5/1TB/16GB-DDR5/W11","742.00","744.80","94","ACRP-CCSM---","43211507","4711474376091","00","0.00","2.80","0.00"
"ACR-DT.BQ8EH.001","DT.BQ8EH.001","Acer","XC-101-I5416W/i5/16GB/DDR4/512GB/SSD/W11H","546.00","548.80","60","ACRP-CCSM---","43211507","4711474444950","00","0.00","2.80","0.00"
"ACR-DT.BQ8EH.002","DT.BQ8EH.002","Acer","XC-101-I5380W01/i5/16GB/DDR4/1TB/SSD/W11H","703.00","705.80","1","ACRP-CCSM---","43211507","4711474518316","00","0.00","2.80","0.00"
"ACR-DT.BQ9EH.002","DT.BQ9EH.002","Acer","XC-101-I5316W56/i5/16GB/DDR4/1TB/SSD/RTX5060/W11H","939.00","941.80","75","ACRP-CCSM---","43211507","4711474517432","00","0.00","2.80","0.00"
"ACR-DT.R0DEH.009","DT.R0DEH.009","Acer","Veriton N2590G miniPC I5416//i5/16/512/W11P","549.00","549.00","0","ACRP-CCSM---","43211507","4711474091925","00","0.00","0.00","0.00"
"ACR-DT.R1PEH.002","DT.R1PEH.002","Acer","Veriton Micro Tower S2720G I56516 Pro/i5/16/512/W11P","599.00","599.00","0","ACRP-CCSM---","43211507","4711474188168","00","0.00","0.00","0.00"
"ACR-DT.R27EH.001","DT.R27EH.001","Acer","Veriton Vero N6720GT I53516Q Pro Mini PC/i5/16/512/W11P","649.00","649.00","96","ACRP-CCSM---","43211507","4711474381354","00","0.00","0.00","0.00"
"ACR-DT.R2BEH.002","DT.R2BEH.002","Acer","Veriton Vero N4720GT I74516 Pro Mini PC/i7/16/512/W11P","849.00","849.00","29","ACRP-CCSM---","43211507","4711474155047","00","0.00","0.00","0.00"
"ACR-DT.R2BEH.00R","DT.R2BEH.00R","Acer","Veriton Vero N4720GT I54516 Pro - Intel Core i5-14400 - 16GB DDR5 -512GB PCIe NVMe - Intel UHD Graphics 730 - Wi-Fi 6E AX (2x2) - Windows11 Pro","599.00","599.00","0","ACRP-CCSM---","43211507","4711474778321","00","0.00","0.00","0.00"
"ACR-DT.R30EH.001","DT.R30EH.001","Acer","Veriton Micro Tower S2720G I76516 Pro/i7/16/512/W11P","679.00","679.00","12","ACRP-CCSM---","43211507","4711474221964","00","0.00","0.00","0.00"
"ACR-DT.R31EH.004","DT.R31EH.004","Acer","Veriton X2720G I5456 Pro SFF/i5/16/512/W11P","629.00","629.00","18","ACRP-CCSM---","43211507","4711474381361","00","0.00","0.00","0.00"
"ACR-DT.R31EH.005","DT.R31EH.005","Acer","Veriton X2720G I7456 Pro SFF/i7/16/512/W11P","729.00","729.00","30","ACRP-CCSM---","43211507","4711474381378","00","0.00","0.00","0.00"
"ACR-DT.R37EH.002","DT.R37EH.002","Acer","Veriton N1502G-13U3U Mini - Intel(R) Core. i3-1315U - No HDD - Intel(R) UHD Graphics - Wi-Fi 6 AX + BT - No OS - VESA","259.00","261.80","54","ACRP-CCSM---","43211507","4711474167002","00","0.00","2.80","0.00"
"ACR-DT.R37EH.009","DT.R37EH.009","Acer","Veriton N1502G I3016 NUC - Intel Core i3-1315U - 16GB DDR4 - 256GB PCIeNVMe SSD - Intel UHD Graphics HDMI/DP - Wi-Fi 6 AX + BT - Windows 11Pro","399.00","399.00","0","ACRP-CCSM---","43211507","4711474701732","00","0.00","0.00","0.00"
"ACR-DT.R38EH.001","DT.R38EH.001","Acer","Veriton N1502G-12N0U Mini NUC/N100/NoHDD/NoOS","169.00","169.00","13","ACRP-CCSM---","43211507","4711474167019","00","0.00","0.00","0.00"
"ACR-DT.R3AEH.001","DT.R3AEH.001","Acer","Veriton N1502G-13U7U Mini - Intel(R) Core. i7-1355U - No HDD - Intel(R) UHD Graphics - Wi-Fi 6 AX + BT - No OS - VESA","469.00","471.80","28","ACRP-CCSM---","43211507","4711474167033","00","0.00","2.80","0.00"
"ACR-DT.R3AEH.002","DT.R3AEH.002","Acer","Veriton N1502G Mini I7516/i7/16/512/W11P","649.00","649.00","0","ACRP-CCSM---","43211507","4711474231765","00","0.00","0.00","0.00"
"ACR-DT.R3AEH.004","DT.R3AEH.004","Acer","Veriton N1502G I7516 NUC - Intel(R) Core. i7-1355U - 16GB DDR4 - 512GB PCIe NVMe SSD - Intel(R) Iris(R) Xe Graphics HDMI/DP - Wi-Fi 6 AX + BT - Windows 11 Pro","599.00","601.80","72","ACRP-CCSM---","43211507","4711474614391","00","0.00","2.80","0.00"
"ACR-DT.R3BEH.003","DT.R3BEH.003","Acer","Veriton VN1502G-U1H7U NUC/Ultra7/NoHDD/NoOS","569.00","569.00","45","ACRP-CCSM---","43211507","4711474301994","00","0.00","0.00","0.00"
"ACR-DT.R50EH.002","DT.R50EH.002","Acer","Veriton N2595GT Mini PC I5516 - Intel Core i5-13420H - 16GB DDR5 -512GB PCIe NVMe SSD - Intel UHD Graphics - Wi-Fi 6E AX (2x2) + BT -Windows 11 Pro - VESA","529.00","529.00","109","ACRP-CCSM---","43211507","4711474668387","00","0.00","0.00","0.00"
"ACR-DT.R52EH.002","DT.R52EH.002","Acer","Veriton N2595GT Mini PC I7532E - Intel Core i7-13620H - 32GB DDR5 - 1TBPCIe NVMe SSD - Intel UHD Graphics - Wi-Fi 6E AX (2x2) + BT - Windows11 Pro - VESA","679.00","679.00","0","ACRP-CCSM---","43211507","4711474784810","00","0.00","0.00","0.00"
"ACR-DT.R5NEH.001","DT.R5NEH.001","Acer","VN1502G U1H5U NUC - Intel(R) Core. Ultra 5 125H - No HDD - Intel(R) Arc. Graphics - Wi-Fi 6 AX + BT - No OS","449.00","451.80","55","ACRP-CCSM---","43211507","4711474502407","00","0.00","2.80","0.00"
"ACR-DT.R5UEH.001","DT.R5UEH.001","Acer","Vertiton N1502G-13N0U - Intel(R) Processor N150 - No HDD - Intel(R) Graphics - Wi-Fi 6 AX + BT - No OS","159.00","161.80","56","ACRP-CCSM---","43211507","4711474505385","00","0.00","2.80","0.00"
"ACR-DT.R5UEH.002","DT.R5UEH.002","Acer","Veriton N1502G L1508 NUC - Intel Processor N150 - 8GB DDR4 - 256GB PCIeNVMe SSD - Intel Graphics - Wi-Fi 6 AX + BT - Windows 11 Pro","319.00","319.00","0","ACRP-CCSM---","43211507","4711474701756","00","0.00","0.00","0.00"
"ACR-DT.R62EH.001","DT.R62EH.001","Acer","Veriton N1502G-13H5U NUC - Intel(R) Core. i5-13420H - No HDD - Intel(R) UHD Graphics - Wi-Fi 6 AX + BT - No OS","349.00","351.80","36","ACRP-CCSM---","43211507","4711474591098","00","0.00","2.80","0.00"
"ACR-DT.R62EH.002","DT.R62EH.002","Acer","Veriton N1502G I5516 NUC - Intel(R) Core. i5-13420H - 16GB DDR4 - 512GB PCIe NVMe SSD - Intel(R) UHD Graphics - Wi-Fi 6AX + BT - Windows 11 Pro","469.00","471.80","51","ACRP-CCSM---","43211507","4711474614407","00","0.00","2.80","0.00"
"ACR-DT.Z27EH.002","DT.Z27EH.002","Acer","Chromebox CXi5 i1408/Cel/8/32/ChromeOS","249.00","249.00","44","ACRP-CCSM---","43211507","4711121431616","00","0.00","0.00","0.00"
"ACR-DT.Z29EH.002","DT.Z29EH.002","Acer","Chromebox CXI5 i3418/i3/8/128/ChromeOS","399.00","399.00","95","ACRP-CCSM---","43211507","4711121506758","00","0.00","0.00","0.00"
"ACR-DT.Z2AEH.002","DT.Z2AEH.002","Acer","Chromebox CXI5 i5428/i5/8/256/ChromeOS","499.00","499.00","0","ACRP-CCSM---","43211507","4711121506765","00","0.00","0.00","0.00"
"ACR-DT.Z2AEH.005","DT.Z2AEH.005","Acer","Chromebox CXI5 i5429/i5/16/256/ChromeOS","539.00","539.00","13","ACRP-CCSM---","43211507","4711121616952","00","0.00","0.00","0.00"
"ACR-DT.Z2CEH.002","DT.Z2CEH.002","Acer","Chromebox CXI5 i7426/i7/16/256/ChromeOS","559.00","559.00","10","ACRP-CCSM---","43211507","4711121506789","00","0.00","0.00","0.00"
"ACR-DT.Z46EH.001","DT.Z46EH.001","Acer","Chromebox Mini CXM1 IN4832/Cel/8/32/ChromeOS","249.00","249.00","4","ACRP-CCSM---","43211507","4711474071149","00","0.00","0.00","0.00"
"ACR-DT.Z5FEH.001","DT.Z5FEH.001","Acer","Chromebox Mini CXM2 IN5864 - Intel Celeron N150 - 8GB LPDDR4X - 64GBeMMC - Intel UHD Graphics - Intel Wi-Fi 6E AX 201 (2x2) + BT 5. 2 -Chrome OS - VESA","249.00","249.00","0","ACRP-CCSM---","43211507","4711474718723","00","0.00","0.00","0.00"
"ACR-GP.ACC11.03M","GP.ACC11.03M","Acer","Acer Combo Set - Wireless Keyboard + mouse - AAK400 USI / Qwerty","20.24","20.24","0","ACRNOT---ASP","43211503","4711474221162","00","0.00","0.00","0.00"
"ACR-GP.ACC11.03V","GP.ACC11.03V","Acer","Acer Notebook Starter Kit 16 inch Bag + Wireless Mouse","14.46","14.46","0","ACRNOT---ASP","43211503","4711474776525","00","0.00","0.00","0.00"
"ACR-GP.ADT11.00J","GP.ADT11.00J","Acer","Acer Power Adapter - 230W (5.5phy) - EU","46.28","46.28","0","ACRNOT---ASP","43211503","4710886355335","00","0.00","0.00","0.00"
"ACR-GP.ADT11.028","GP.ADT11.028","Acer","Acer Power Adapter - 65W USB-C - EU","28.92","28.92","20","ACRNOT---ASP","43211503","4711121143113","00","0.00","0.00","0.00"
"ACR-GP.BAG11.003","GP.BAG11.003","Acer","Predator Robust streetstyle 20i black","128.43","128.43","8","ACRNOTCSUGMG","43211503","4710180537857","02","0.00","0.00","0.00"
"ACR-GP.BAG11.02G","GP.BAG11.02G","Acer","Acer Vero Backpack 15.6","12.12","12.12","0","ACRNOT---ASP","43211503","4711121071492","00","0.00","0.00","0.00"
"ACR-GP.BAG11.02J","GP.BAG11.02J","Acer","Acer Sustainable Urban Sleeve 16i - Dark Grey","11.56","11.56","80","ACRNOT---ASP","43211503","4711121097348","00","0.00","0.00","0.00"
"ACR-GP.BAG11.05A","GP.BAG11.05A","Acer","Acer Foldable Helmet reflective back band M size","46.28","46.28","6","ACRP-C---ASP","43000000","4711121529627","00","0.00","0.00","0.00"
"ACR-GP.BAG11.05B","GP.BAG11.05B","Acer","Acer Foldable Helmet reflective back band L size","46.28","46.28","7","ACRP-C---ASP","43000000","4711121529634","00","0.00","0.00","0.00"
"ACR-GP.CAB11.004","GP.CAB11.004","Acer","Acer Type C to Giga LAN Dongle","18.59","18.59","2","ACRP-C---ASP","43000000","4710886353959","00","0.00","0.00","0.00"
"ACR-GP.DCK11.00F","GP.DCK11.00F","Acer","Acer USB Type-C Dock II D501  ADK021  Certified by Works With Chromebook WITH EU POWER CORD (RETAIL PACK)","154.34","154.34","28","ACRP-C---ASP","43000000","4710886357605","00","0.00","0.00","0.00"
"ACR-GP.DCK11.01A","GP.DCK11.01A","Acer","Acer Vero MST Dock M33 100W PD - Black EU (Retail pack)","141.94","141.94","0","ACRNOT---ASP","43211503","4711121626784","00","0.00","0.00","0.00"
"ACR-GP.EBG11.001","GP.EBG11.001","Acer","Acer Urban eBike","739.39","739.39","20","ACRNOT---ASP","43211503","4711121601064","00","0.00","0.00","0.00"
"ACR-GP.G0Z11.001","GP.G0Z11.001","Acer","Predator Gaming Chair Rift PGC010","288.43","288.43","47","ACRINDIDGGMG","43211700","4710886506300","00","0.00","0.00","0.00"
"ACR-GP.GCR11.00C","GP.GCR11.00C","Acer","Predator Gaming Chair Rift Lite PGC110","205.79","205.79","86","ACRINDIDGGMG","43211700","4710886679400","00","0.00","0.00","0.00"
"ACR-GP.HDS11.00Z","GP.HDS11.00Z","Acer","AHR162FAE T31/BLACK","11.50","11.50","284","ACRNOT---ASP","43211503","4710886673682","00","0.00","0.00","0.00"
"ACR-GP.HDS11.010","GP.HDS11.010","Acer","AHR162-FAE-T31/WHITE","11.50","11.50","86","ACRNOT---ASP","43211503","4710886673699","00","0.00","0.00","0.00"
"ACR-GP.KBD11.00S","GP.KBD11.00S","Acer","KB OPTION AKB910 CHROME OS KB BLACK 1.8M - US INT - BROWN BOX QWERTY","17.35","17.35","48","ACRP-C---INP","43211700","4710180484861","00","0.00","0.00","0.00"
"ACR-GP.KBD11.04F","GP.KBD11.04F","Acer","Acer USB Wired Keyboard - US int. Qwerty - Black","11.56","11.56","14","ACRP-C---ASP","43000000","4711121451966","00","0.00","0.00","0.00"
"ACR-GP.MCE11.023","GP.MCE11.023","Acer","Acer Vero Mouse 2.4G Optical Mouse-Black","5.05","5.05","0","ACRP-C---INP","43211700","4710886861300","00","0.00","0.00","0.00"
"ACR-GP.MCE11.034","GP.MCE11.034","Acer","Acer Wireless Bubble Mouse - AMR100 Black (Retail pack)","8.67","8.67","24","ACRNOT---ASP","43211503","4711121852237","00","0.00","0.00","0.00"
"ACR-GP.MCE11.03G","GP.MCE11.03G","Acer","Acer Wireless Bubble Mouse - AMR100 White (Retail pack)","8.67","8.67","27","ACRNOT---ASP","43211503","4711474195531","00","0.00","0.00","0.00"
"ACR-GP.MCE11.03H","GP.MCE11.03H","Acer","Acer Wireless Bubble Mouse - AMR100 Blue (Retail pack)","8.67","8.67","34","ACRNOT---ASP","43211503","4711474195548","00","0.00","0.00","0.00"
"ACR-GP.MCE11.03J","GP.MCE11.03J","Acer","Acer Wireless Bubble Mouse - AMR100 Peach (Retail pack)","8.67","8.67","16","ACRNOT---ASP","43211503","4711474195555","00","0.00","0.00","0.00"
"ACR-GP.ODD11.001","GP.ODD11.001","Acer","Acer Portable DVD Writer","24.79","24.79","76","ACRNOT---ASP","43211503","4711121001475","00","0.00","0.00","0.00"
"ACR-GP.OFG11.004","GP.OFG11.004","Acer","Acer Charging Cart ACC310 24 Slots","800.61","800.61","0","ACRNOT---ASP","43211503","4711121489501","00","0.00","0.00","0.00"
"ACR-GP.OFG11.005","GP.OFG11.005","Acer","Acer Charging Cart ACC320 32 Slots","840.67","840.67","40","ACRNOT---ASP","43211503","4711121489518","00","0.00","0.00","0.00"
"ACR-GP.STY11.00N","GP.STY11.00N","Acer","Acer AES 1.0 Active Stylus Pen (Universal 4A Battery)","20.99","20.99","12","ACRNOT---ASP","43211503","4711121115028","00","0.00","0.00","0.00"
"ACR-GP.STY11.00O","GP.STY11.00O","Acer","Acer USI 1.0 Stylus ASA230 garaged (for11.6i Chromebook Spin 511 R753TN R853TNA R853TN Black 10in1 Bulk Pack)","303.03","303.03","0","ACRNOT---ASP","43211503","4711121117756","00","0.00","0.00","0.00"
"ACR-GP.STY11.00T","GP.STY11.00T","Acer","Acer AES 2.0/ USI 2.0/ MPP2.5 Active Stylus ASA410","24.99","24.99","14","ACRNOT---ASP","43211503","4711474326638","00","0.00","0.00","0.00"
"ACR-HP.DSCAB.008","HP.DSCAB.008","Acer","7in1 Type C dongle: 1 x HDMI  3 x USB3.2  1 x SD/TF  1 x PD","27.99","27.99","0","ACRNOT---ASP","43211503","4712842945628","00","0.00","0.00","0.00"
"ACR-HP.EXPBG.008","HP.EXPBG.008","Acer","Acer wired USB Optical mouse black bulkpack","4.04","4.04","137","ACRNOT---ASP","43211503","4712842946267","00","0.00","0.00","0.00"
"ACR-HP.EXPBG.009","HP.EXPBG.009","Acer","Acer Vertical Mouse","14.99","14.99","88","ACRNOT---ASP","43211503","4712842946335","00","0.00","0.00","0.00"
"ACR-HP.EXPBG.014","HP.EXPBG.014","Acer","Acer Wireless Mouse MX202","4.79","4.79","74","ACRNOT---ASP","43211503","4712842946564","00","0.00","0.00","0.00"
"ACR-HP.EXPBG.020","HP.EXPBG.020","Acer","Acer Smart Fit Vertical Mouse - Retail pack","28.92","28.92","8","ACRNOT---ASP","43211503","4712842946755","00","0.00","0.00","0.00"
"ACR-HP.EXPBG.021","HP.EXPBG.021","Acer","Acer Easy Fit Mouse - Retail pack","23.13","23.13","9","ACRNOT---ASP","43211503","4712842946748","00","0.00","0.00","0.00"
"ACR-MC.JPV11.001","MC.JPV11.001","Acer","X118/X1x8H/X1x8AH/X138WH/BS-112/BS-312 Lamp","114.64","114.64","1","ACRMONPRJASP","45111600","4713883348089","02","0.00","0.00","0.00"
"ACR-MR.JTU11.001","MR.JTU11.001","Acer","AcerX1128iDLPSVGA4800Lm20000:1EMEA2.7KgEUROPower","342.82","342.82","18","ACRMONPRJ---","45111616","4710886243274","00","0.00","0.00","0.00"
"ACR-MR.JXH11.001","MR.JXH11.001","Acer","Acer PL6520 DLP 1080p 6000 Lm 50 000:1 EMEA 4.5 Kg EURO Power HDMI Cable","1431.00","1431.00","0","ACRMONPRJ---","45111616","4711474116215","00","0.00","0.00","0.00"
"ACR-MR.JXK11.001","MR.JXK11.001","Acer","Acer PL6820 DLP 4K2K 5500 Lm 50 000:1 EMEA 4.5 Kg Carrying Case EURO Power","1921.91","1921.91","0","ACRMONPRJ---","45111616","4711474116239","00","0.00","0.00","0.00"
"ACR-MR.JXT11.001","MR.JXT11.001","Acer","Acer Vero PD2328 DLP WXGA 3700 Lm 50 000:1 EMEA 2.6 Kg Carrying Case EURO PowerHDMI Cable","473.73","473.73","2","ACRMONPRJ---","45111616","4711474181305","00","0.00","0.00","0.00"
"ACR-MR.JXY11.002","MR.JXY11.002","Acer","Acer H6546 DLP 1080p 5200 Lm 10000:1 EMEA 2.9 Kg Carrying Case EURO Power HDMI Cable","552.27","552.27","0","ACRMONPRJ---","45111616","4711474271303","00","0.00","0.00","0.00"
"ACR-MR.JY611.001","MR.JY611.001","Acer","Acer PD1520s DLP 1080p 1200 Lm 600:1 EMEA 1.32 Kg EURO/UK Power HDMI Cable","465.55","465.55","1","ACRMONPRJ---","45111616","4711474303035","00","0.00","0.00","0.00"
"ACR-NH.QN4EH.004","NH.QN4EH.004","Acer","A715-76G-51CU/QW/15.6i/i5/16/512/W11P QWERTY","715.00","717.80","0","ACRNOTWSO15I","43211503","4711121725524","00","0.00","2.80","0.00"
"ACR-NH.QN4EH.005","NH.QN4EH.005","Acer","A715-76G-56LQ/QW/15.6i/i5/32/1TB/W11P QWERTY","749.00","751.80","29","ACRNOTWSO15I","43211503","4711121725784","00","0.00","2.80","0.00"
"ACR-NH.QXGEH.002","NH.QXGEH.002","Acer","Acer Nitro 16S AI /QW/16i/R7/16/1TB/RTX QWERTY","1249.00","1251.80","20","ACRNOTCSUGMG","43211503","4711474605054","00","0.00","2.80","0.00"
"ACR-NP.ADT0A.044","NP.ADT0A.044","Acer","Stroom adapter - 90W - Zwart (Geschikt voor TravelMate P2  Aspire E  Spin 5) Retail Pack","28.92","28.92","1","ACRNOT---ASP","43211503","4713392000294","00","0.00","0.00","0.00"
"ACR-NP.ADT0A.065","NP.ADT0A.065","Acer","Acer Adapter 45W Type C EU POWER CORD BLACK PD2.0","24.99","24.99","21","ACRNOT---ASP","43211503","4713392872532","00","0.00","0.00","0.00"
"ACR-NP.ADT0A.077","NP.ADT0A.077","Acer","Stroom adapter - 3mm aansluiting - 45W - Zwart (Geschikt voor Swift 1  3  5  enPro  TravelMate Spin 1  Spin 5  CB 11  R 11  11 N7  14  15  Switch 3  Switch 5)","19.99","19.99","28","ACRNOT---ASP","43211503","4713883543637","00","0.00","0.00","0.00"
"ACR-NP.BAG1A.188","NP.BAG1A.188","Acer","Laptop bag 14i","12.49","12.49","37","ACRNOT---ASP","43211503","4713392158391","00","0.00","0.00","0.00"
"ACR-NP.BAG1A.189","NP.BAG1A.189","Acer","Notebook Carry Case 15.6i","16.19","16.19","37","ACRNOT---DGT","53121706","4713392158407","00","0.00","0.00","0.00"
"ACR-NP.BAG1A.190","NP.BAG1A.190","Acer","Notebook Carry Case 17.3i","19.09","19.09","6","ACRNOT---DGT","53121706","4713392158414","00","0.00","0.00","0.00"
"ACR-NP.BAG1A.293","NP.BAG1A.293","Acer","15.6i Protective Sleeve - Grijs","9.79","9.79","39","ACRNOT---ASP","43211503","4713883711432","00","0.00","0.00","0.00"
"ACR-NP.BAG1A.294","NP.BAG1A.294","Acer","14i Protective Sleeve - Grijs","11.56","11.56","68","ACRNOT---ASP","43211503","4713883711449","00","0.00","0.00","0.00"
"ACR-NT.LJCEH.001","NT.LJCEH.001","Acer","A11-21MN-A6ZS - Vapor Silver - 11i WUXGA (1920 x 1200) Multi-Touch IPS - Alwinner A733 - 4GB LPDDR4 - 64GB eMMC - IMG BXM-4-64 MC1 - Wi-Fi 6 AX+ BT - 2-cell ba","117.32","117.32","0","ACRTB1AND11I","43211503","4711474759689","00","0.00","0.00","0.00"
"ACR-NT.LJPEE.001","NT.LJPEE.001","Acer","V11-21M-87MM - Mist Green - 11i WUXGA (1920 x 1200) Multi-Touch IPS -MT8781 - 8GB LPDDR4 - 256GB eMMC - ARM Mali-G57 MP2 - Wi-Fi 6 AX + BT -2-cell battery - F","138.64","138.64","0","ACRTB1AND11I","43211503","4711474551979","00","0.00","0.00","0.00"
"ACR-NX.AS1EH.007","NX.AS1EH.007","Acer","2H-K8SN/QW/14i/MT8192T/8GB/64GB/CHR QWERTY","290.73","293.53","0","ACRNOTCSM14I","43211503","4710886927174","00","0.00","2.80","0.00"
"ACR-NX.AS1EH.00A","NX.AS1EH.00A","Acer","2H-K8H4/AZ/14i/MT8192T/8GB/64GB/CHR AZERTY BE","290.73","293.53","0","ACRNOTCSM14I","43211503","4710886988526","00","0.00","2.80","0.00"
"ACR-NX.AS5EH.003","NX.AS5EH.003","Acer","Acer Chromebook Enterprise Spin 513 CP513-1HL-S1YN QWERTY","568.00","570.80","132","ACRNOTWSO15I","43211503","4711474403681","00","0.00","2.80","0.00"
"ACR-NX.AYGEH.007","NX.AYGEH.007","Acer","CB515-1W-34AE/QW/15i/i3/8/256/Chr/GRY QWERTY","290.00","292.80","0","ACRNOTHET12I","43211503","4711474117878","00","0.00","2.80","0.00"
"ACR-NX.B0EEH.002","NX.B0EEH.002","Acer","TravelMate P2 14 TMP214-55T-G2-TCO-50JC- Steel Grey - 14i WUXGA Multi-Touch IPS - Intel Core i5-1334U - 16GB DDR5 - 512GB PCIe NVMe SSD QWERTY","309.00","309.00","0","ACRNOTHET12I","43211503","4711474016218","00","0.00","0.00","0.00"
"ACR-NX.B5WEH.004","NX.B5WEH.004","Acer","TMP614-73-TCO-72YL/QW/14i/U7/32/1TB/W11P QWERTY","969.00","969.00","27","ACRNOTWSO15I","43211503","4711474260833","00","0.00","0.00","0.00"
"ACR-NX.B7XEH.008","NX.B7XEH.008","Acer","TMP414RN-54-TCO-7328/QW/14i/U7/32/1TB/W11P QWERTY","1029.00","1029.00","7","ACRNOTWSO15I","43211503","4711474260765","00","0.00","0.00","0.00"
"ACR-NX.B99EH.005","NX.B99EH.005","Acer","TMP416-53-TCO-720J/QW/16i/U7/32/512/W11P QWERTY","895.00","895.00","34","ACRNOTWSO15I","43211503","4711474262264","00","0.00","0.00","0.00"
"ACR-NX.B99EH.00B","NX.B99EH.00B","Acer","TMP416-53-TCO-57DV/QW/16/U5/16/512/W11P QWERTY","755.00","755.00","0","ACRNOTWSO15I","43211503","4711474363930","00","0.00","0.00","0.00"
"ACR-NX.BD3EH.001","NX.BD3EH.001","Acer","TMP214-56-TCO-5996/QW/14i/i5/16/512/W11P QWERTY","619.00","619.00","58","ACRNOTWSO15I","43211503","4711474254221","00","0.00","0.00","0.00"
"ACR-NX.BDYEH.001","NX.BDYEH.001","Acer","TMP215-55-TCO-57AQ/QW/15i/i5/16/512/W11P QWERTY","619.00","619.00","117","ACRNOTWSO15I","43211503","4711474254368","00","0.00","0.00","0.00"
